#timestamp x y z qx qy qz qw id
1716395795.513020 7.756451 5.826610 6.395992 -0.009112 -0.014626 0.989707 0.142071 600
1716395796.513260 7.782238 5.717906 6.394085 -0.005160 -0.008009 0.979721 0.200141 601
1716395797.579901 7.685576 5.681583 6.392475 -0.000170 -0.014670 0.945779 0.324480 602
1716395798.646403 7.721192 5.679365 6.390578 -0.006576 -0.022307 0.886119 0.462874 603
1716395799.712863 7.636363 5.580195 6.388469 0.000528 -0.013064 0.795599 0.605682 604
1716395800.713383 7.650353 5.613985 6.390258 0.009714 -0.017746 0.685346 0.727936 605
1716395801.714162 7.714244 5.590698 6.389554 0.000114 -0.018457 0.552457 0.833337 606
1716395803.048048 7.665196 5.599117 6.391043 0.003043 -0.021302 0.401413 0.915644 607
1716395805.582006 7.476649 5.382645 6.386725 0.002676 -0.023048 0.396654 0.917675 609
1716395806.582276 7.180308 5.206500 6.369934 0.006167 -0.018932 0.391058 0.920151 610
1716395807.582499 7.069541 4.927906 6.363243 0.002438 -0.020502 0.387599 0.921597 611
1716395808.582741 6.877278 4.772675 6.355962 0.015035 -0.016668 0.482854 0.875413 612
1716395809.849856 6.687029 4.443841 6.346645 0.009124 -0.014299 0.646910 0.762378 613
1716395811.250388 6.662259 4.047276 6.339048 -0.001779 -0.021737 0.706629 0.707248 614
1716395812.250706 6.779986 3.757263 6.338955 -0.007387 -0.025561 0.698588 0.715029 615
1716395813.250949 6.769147 3.528186 6.336605 0.001729 -0.019019 0.777301 0.628839 616
1716395814.251229 6.805638 3.225067 6.329839 -0.007643 -0.014763 0.871146 0.490742 617
1716395815.585066 7.095794 2.982327 6.334098 0.078427 -0.031419 0.955814 0.281568 618
1716395817.052066 7.446112 2.757473 6.349309 -0.017118 -0.026159 0.964405 0.262577 619
1716395818.052294 7.685689 2.693483 6.364020 -0.014993 -0.018873 0.984761 0.172236 620
1716395819.119220 7.978997 2.506237 6.373004 -0.019432 -0.011504 0.997865 0.061275 621
1716395820.185998 8.274496 2.582607 6.386153 -0.021753 -0.015253 0.997909 -0.058921 622
1716395822.853214 8.377102 2.523796 6.396153 -0.021298 -0.010045 0.999002 0.037949 624
1716395824.187115 8.322564 2.526346 6.394547 -0.015487 -0.013039 0.969224 0.245347 625
1716395825.187395 8.387140 2.601818 6.396114 -0.017367 -0.026863 0.918447 0.394249 626
1716395826.386788 8.379994 2.584682 6.396573 -0.015042 -0.033263 0.818344 0.573568 627
1716395827.453259 8.285192 2.570854 6.393894 -0.002719 -0.018333 0.699942 0.713960 628
1716395828.454146 8.373172 2.568991 6.393081 -0.003224 -0.028988 0.569236 0.821657 629
1716395829.454582 8.356915 2.567487 6.394316 -0.008786 -0.032437 0.422100 0.905926 630
1716395830.454818 8.286114 2.622092 6.389789 0.005974 -0.022635 0.359258 0.932945 631
1716395831.455210 8.144878 2.322013 6.381638 0.001082 -0.023834 0.351829 0.935760 632
1716395832.455510 7.849430 2.182002 6.365279 0.012710 -0.020948 0.287558 0.957450 633
1716395833.455696 7.596469 2.098937 6.360735 0.010839 -0.021498 0.186166 0.982223 634
1716395837.189187 6.598229 1.802151 6.324861 0.004713 -0.024489 0.054864 0.998182 635
1716395838.255717 6.288218 1.877829 6.317571 0.015979 -0.019507 -0.013002 0.999597 636
1716395839.256347 6.017002 1.815387 6.307621 0.005917 -0.013303 -0.165688 0.986071 637
1716395840.257416 5.795495 1.998238 6.307601 0.012978 -0.010729 -0.327910 0.944559 638
1716395841.324508 5.592152 2.235164 6.309468 0.022156 -0.013388 -0.358391 0.933213 639
1716395842.324798 5.298745 2.332013 6.303702 0.016417 -0.011184 -0.356890 0.933935 640
1716395843.325047 5.134359 2.525831 6.304838 0.027852 -0.020105 -0.306637 0.951206 641
1716395844.392014 4.901527 2.743221 6.302675 0.020181 -0.018533 -0.207738 0.977801 642
1716395845.392238 4.587946 2.713599 6.294964 0.013270 -0.019292 -0.104651 0.994233 643
1716395846.592487 4.308836 2.747746 6.288446 0.013327 -0.023128 0.035338 0.999019 644
1716395847.592563 3.979173 2.833177 6.280743 0.009627 -0.019423 0.085017 0.996144 645
1716395848.592606 3.722639 2.679867 6.264085 0.001355 -0.024094 0.096897 0.995002 646
1716395849.792832 3.420227 2.596414 6.250859 0.012479 -0.021988 0.067639 0.997389 648
1716395850.793061 3.116191 2.724366 6.250022 0.018878 -0.020883 -0.036637 0.998932 649
1716395851.927003 2.840420 2.759497 6.242323 0.021528 -0.023215 -0.171799 0.984623 650
1716395852.927295 2.539700 2.739442 6.223125 0.021965 -0.020029 -0.172782 0.984511 651
1716395853.927589 2.292458 2.957951 6.227184 0.025704 -0.020839 -0.153232 0.987636 652
1716395854.994508 1.995354 2.990514 6.216673 0.029798 -0.026185 -0.077697 0.996188 653
1716395855.994740 1.735197 2.921532 6.202258 0.017221 -0.022533 0.005060 0.999585 655
1716395856.994977 1.427033 3.018756 6.199959 0.019644 -0.023584 0.082006 0.996159 656
1716395858.195267 1.103734 2.925539 6.183806 0.011162 -0.024276 0.140070 0.989781 657
1716395859.195510 0.864854 2.731395 6.168248 0.009507 -0.023382 0.188208 0.981805 658
1716395860.195761 0.578472 2.702816 6.156912 0.019326 -0.023278 0.288209 0.957090 659
1716395861.196005 0.430019 2.478467 6.144498 0.008221 -0.029922 0.342532 0.938994 660
1716395862.196259 0.052670 2.273963 6.125417 0.012255 -0.053664 0.342330 0.937966 661
1716395863.529920 -0.346674 1.924937 6.097710 0.004038 -0.027431 0.340565 0.939812 662
1716395864.796892 -0.744150 1.618479 6.078444 0.005982 -0.027816 0.298659 0.953936 663
1716395865.797129 -1.077663 1.397631 6.058609 0.007470 -0.046226 0.298964 0.953115 664
1716395866.930735 -1.461904 1.126139 6.039321 0.015078 -0.061809 0.267056 0.961579 665
1716395868.064332 -1.883514 0.891458 6.019514 0.011219 -0.050502 0.254745 0.965623 666
1716395869.464617 -2.417892 0.606117 5.989541 0.010805 -0.050982 0.245606 0.967968 667
1716395870.731527 -2.893620 0.343411 5.964147 0.013210 -0.056295 0.241990 0.968554 668
1716395871.731768 -3.294140 0.160332 5.948397 0.008106 -0.054818 0.142567 0.988233 669
1716395872.731931 -3.714812 0.087768 5.928829 0.007694 -0.045396 -0.001768 0.998938 670
1716395873.732048 -4.133750 0.165440 5.913009 0.005650 -0.049719 -0.178489 0.982669 671
1716395874.798634 -4.530434 0.413536 5.907301 0.005509 -0.042766 -0.360675 0.931694 672
1716395875.798714 -4.794796 0.760309 5.912269 0.005998 -0.039867 -0.494720 0.868117 673
1716395876.798954 -4.996865 1.140810 5.919140 0.007182 -0.046341 -0.481909 0.874966 674
1716395877.799112 -5.228089 1.500626 5.920548 0.004821 -0.037408 -0.525371 0.850037 675
1716395878.866056 -5.405521 1.921821 5.929891 0.012396 -0.031189 -0.549394 0.834889 676
1716395879.932958 -5.579663 2.353591 5.939015 0.004586 -0.033792 -0.590791 0.806104 677
1716395880.999884 -5.672073 2.801197 5.952512 0.015545 -0.011853 -0.689107 0.724396 678
1716395882.000215 -5.625390 3.242437 5.976918 -0.001467 -0.015821 -0.795836 0.605303 679
1716395883.067060 -5.431410 3.655426 6.003230 -0.010279 -0.000428 0.898256 -0.439352 680
1716395884.333194 -5.001383 3.994255 6.040508 -0.018927 -0.013963 0.974939 -0.221226 681
1716395885.532971 -4.498216 4.143483 6.077834 0.009539 -0.006100 0.986395 -0.164004 682
1716395886.599554 -4.161327 4.244949 6.098860 -0.027114 -0.008607 0.986207 -0.163051 683
1716395887.599793 -3.880690 4.327112 6.120615 -0.028088 -0.010339 0.986181 -0.162943 684
1716395888.866762 -3.514925 4.453396 6.149200 -0.028368 -0.007906 0.986250 -0.162617 685
1716395890.267101 -3.104906 4.577538 6.174680 -0.026978 -0.011241 0.995753 -0.087305 686
1716395891.533966 -2.715178 4.608633 6.199646 -0.024693 -0.016824 0.999551 0.002448 687
1716395892.667257 -2.373548 4.583802 6.220265 -0.024686 -0.015064 0.999349 0.021564 688
1716395893.667487 -2.060554 4.562055 6.239893 -0.025572 -0.012342 0.999371 0.021258 690
1716395894.800978 -1.707825 4.551907 6.261991 -0.026247 -0.007880 0.999197 -0.029240 691
1716395896.067948 -1.315863 4.631367 6.287289 -0.027299 -0.008958 0.991885 -0.123851 693
1716395897.201998 -0.977940 4.740208 6.312135 -0.027655 -0.008702 0.986131 -0.163419 694
1716395898.535833 -0.593180 4.887517 6.341270 -0.027827 -0.009152 0.986235 -0.162735 695
1716395899.602758 -0.279538 4.992623 6.364030 -0.028285 -0.005033 0.980418 -0.194822 696
1716395900.669680 0.023729 5.133677 6.390470 -0.028708 -0.006978 0.978922 -0.202086 697
1716395901.669922 0.311667 5.259406 6.411930 -0.027771 -0.009422 0.978853 -0.202454 699
1716395902.670162 0.591174 5.382739 6.427445 -0.026306 -0.004925 0.974627 -0.222229 700
1716395903.737088 0.885899 5.540574 6.452250 -0.027645 -0.006289 0.971556 -0.235107 701
1716395905.003547 1.233912 5.729023 6.480681 -0.027223 -0.005646 0.969915 -0.241849 702
1716395906.070122 1.523068 5.892646 6.507026 -0.029919 -0.004801 0.953523 -0.299794 703
1716395907.202273 1.791001 6.124577 6.527838 -0.031182 0.002236 0.915796 -0.400425 704
1716395908.333921 1.985303 6.424418 6.553545 0.033897 -0.005467 -0.822717 0.567414 706
1716395909.671270 2.025522 6.876850 6.575700 -0.041335 -0.074440 -0.696785 0.712209 708
1716395910.872226 1.995740 7.247265 6.590832 0.030182 -0.007735 -0.696610 0.716773 709
1716395911.938836 1.966971 7.575043 6.605462 0.030076 -0.013192 -0.614575 0.788175 710
1716395913.272044 1.790949 7.954704 6.607322 0.024536 -0.014375 -0.520817 0.853195 711
1716395914.272290 1.635720 8.229934 6.609226 0.027151 -0.016026 -0.503524 0.863406 712
1716395915.472588 1.428978 8.546091 6.615347 0.024075 -0.015277 -0.454573 0.890253 713
1716395916.539524 1.219995 8.809229 6.618222 0.026048 -0.014024 -0.436920 0.899014 714
1716395917.606457 1.004110 9.060275 6.621042 0.026377 -0.013991 -0.405059 0.913803 715
1716395918.606684 0.782443 9.285639 6.621788 0.024824 -0.017997 -0.378510 0.925089 716
1716395919.606924 0.548921 9.493134 6.621777 0.024878 -0.017560 -0.379217 0.924807 717
1716395920.607164 0.327377 9.708887 6.619696 0.023671 -0.015443 -0.378648 0.925109 719
1716395921.674645 0.087979 9.937655 6.620943 0.026416 -0.015031 -0.378280 0.925192 720
1716395922.941925 -0.188188 10.225040 6.624474 0.024392 -0.012013 -0.433131 0.900921 722
1716395923.942157 -0.373222 10.471901 6.628682 0.027681 -0.012016 -0.486761 0.873014 723
1716395925.009095 -0.527051 10.763185 6.632604 0.026304 -0.008246 -0.541080 0.840519 724
1716395926.142574 -0.651779 11.092417 6.645599 0.029741 -0.008939 -0.592103 0.805263 725
1716395927.208292 -0.728805 11.411970 6.653895 0.028908 -0.004048 -0.658027 0.752428 726
1716395928.209202 -0.730545 11.722508 6.671165 0.029904 0.002429 -0.773705 0.632835 727
1716395929.209441 -0.633952 12.023765 6.681417 0.140074 0.084892 0.863931 -0.476231 728
1716395930.211503 -0.344321 12.318604 6.728528 -0.019423 -0.002469 0.901762 -0.431789 730
1716395931.212311 -0.095212 12.464453 6.750518 -0.034800 -0.006467 0.932273 -0.360020 732
1716395932.278973 -0.162431 12.488742 6.750338 -0.031089 -0.013760 0.976679 -0.211997 733
1716395933.412491 -0.029950 12.542666 6.758527 -0.031181 -0.013748 0.979638 -0.197858 734
1716395934.412635 0.213100 12.677074 6.780535 -0.029409 -0.031943 0.995648 -0.082465 735
1716395935.812665 0.613802 12.671316 6.808758 -0.030105 -0.024041 0.998280 0.044194 736
1716395936.812907 0.859885 12.568782 6.817464 -0.026132 -0.012919 0.998631 0.043442 737
1716395937.813153 1.092675 12.531446 6.837630 -0.025308 -0.015859 0.998501 0.045867 738
1716395938.880074 1.377596 12.624234 6.857016 -0.031108 -0.017495 0.998135 0.049526 739
1716395940.014091 1.662262 12.471239 6.868743 -0.025566 -0.029402 0.978506 0.202503 740
1716395941.081279 1.818487 12.297997 6.874245 -0.022705 -0.030354 0.936230 0.349337 741
1716395942.148445 2.120778 12.200694 6.890668 -0.023994 -0.035878 0.936374 0.348339 743
1716395943.148762 2.280474 12.030167 6.899168 -0.017065 -0.028456 0.954685 0.295764 744
1716395944.548921 2.581810 11.832554 6.910221 -0.023280 -0.012128 0.992826 0.116654 745
1716395945.814082 2.920780 11.805773 6.930308 -0.030732 -0.014923 0.993904 -0.104825 746
1716395946.879833 3.142241 12.010511 6.956676 -0.037089 -0.013620 0.957016 -0.287331 747
1716395948.146275 3.112998 11.996519 6.964081 -0.033094 -0.017707 0.871628 -0.488728 748
1716395949.147479 3.197656 11.945528 6.967118 0.041830 -0.004139 -0.775761 0.629625 749
1716395950.149298 3.165744 11.963923 6.966037 0.039320 -0.008244 -0.653188 0.756129 750
1716395951.283435 3.099979 11.924732 6.961765 0.031378 -0.007082 -0.491483 0.870293 751
1716395952.283777 3.026865 12.248449 6.975544 0.033299 -0.013791 -0.420807 0.906434 752
1716395953.617530 2.519440 12.698768 6.975792 0.035190 -0.038533 -0.267433 0.962162 754
1716395954.617773 2.075275 12.881522 6.964172 0.023910 -0.032973 -0.197083 0.979540 755
1716395955.618025 2.022721 12.902520 6.964817 0.026388 -0.026395 -0.095654 0.994715 757
1716395956.684244 2.001357 12.904291 6.967730 0.023209 -0.028723 0.059832 0.997525 759
1716395957.750894 1.821805 12.951175 6.959900 0.023164 -0.028278 0.061885 0.997414 760
1716395959.084546 1.059606 12.935205 6.930664 0.023587 -0.036742 0.060579 0.997208 762
1716395960.217699 0.566319 12.789921 6.902013 0.032194 -0.066282 0.104310 0.991811 763
1716395961.284248 0.099607 12.627041 6.875337 0.026642 -0.050870 0.213813 0.975185 764
1716395962.351033 -0.315350 12.347049 6.839649 0.036148 -0.067225 0.360438 0.929655 765
1716395963.417617 -0.421159 12.287518 6.837414 0.006403 -0.039335 0.528760 0.847835 766
1716395964.417813 -0.393310 12.198134 6.835689 0.005299 -0.036425 0.584370 0.810652 767
1716395965.417929 -0.400163 11.955501 6.824107 0.003622 -0.038377 0.582007 0.812270 768
1716395966.484352 -0.581022 11.781891 6.810503 0.010789 -0.030226 0.578161 0.815291 769
1716395967.551033 -0.620962 11.540261 6.797680 0.007707 -0.034378 0.656189 0.753774 770
1716395968.551641 -0.556123 11.358388 6.790081 -0.004851 -0.040835 0.736328 0.675374 771
1716395969.552069 -0.669032 11.093297 6.774617 0.000919 -0.032855 0.742348 0.669208 772
1716395970.552548 -0.604604 10.882758 6.764587 -0.006006 -0.040056 0.757785 0.651246 773
1716395971.619474 -0.494151 10.668761 6.760683 -0.005658 -0.038255 0.758393 0.650649 775
1716395972.753078 -0.550514 10.383089 6.745520 0.002607 -0.032536 0.756882 0.652736 777
1716395974.019815 -0.543971 10.034854 6.732933 -0.004429 -0.042565 0.739225 0.672097 778
1716395975.086480 -0.496325 9.746366 6.720771 -0.005585 -0.047310 0.601706 0.797296 780
1716395976.419516 -0.510120 9.612001 6.718524 0.008163 -0.035257 0.533628 0.844945 781
1716395985.155261 -0.555638 9.605464 6.716806 0.009546 -0.041552 0.478574 0.877012 793
1716395986.155497 -0.523138 9.571533 6.712605 0.011283 -0.035256 0.320619 0.946485 795
1716395987.222420 -0.571622 9.665921 6.718466 0.026123 -0.031115 0.251047 0.967122 796
1716395989.689212 -1.171540 9.304382 6.671324 0.029506 -0.058350 0.305687 0.949884 798
1716395990.754494 -1.510112 9.052124 6.640102 0.017438 -0.034675 0.308259 0.950510 799
1716395992.220613 -1.959381 8.668727 6.600348 0.026704 -0.051794 0.430510 0.900703 800
1716395993.221060 -1.985896 8.589247 6.596026 0.007516 -0.043082 0.567529 0.822191 801
1716395994.357272 -1.994516 8.592095 6.603052 0.001422 -0.043809 0.713634 0.699146 802
1716395995.357864 -1.986234 8.577714 6.597949 -0.004207 -0.044006 0.822100 0.567624 803
1716395996.491471 -1.947280 8.553024 6.600804 -0.011933 -0.041083 0.898457 0.436973 804
1716395997.625090 -1.728810 8.370683 6.604215 -0.016273 -0.042551 0.911072 0.409723 805
1716395998.625344 -1.615327 8.151297 6.603044 -0.018173 -0.029627 0.951491 0.305707 806
1716395999.758691 -1.431773 8.092373 6.619189 -0.024444 -0.030859 0.969795 0.240723 807
1716396000.758938 -1.419718 8.149038 6.621843 -0.024806 -0.043013 0.940696 0.335597 808
1716396002.026054 -1.396748 8.016109 6.615887 -0.014913 -0.044846 0.868209 0.493943 809
1716396003.159928 -1.279053 7.717826 6.605467 -0.011132 -0.042345 0.873516 0.484822 810
1716396004.427028 -1.047521 7.490249 6.611783 -0.010534 -0.031512 0.921194 0.387683 811
1716396005.827739 -0.764718 7.262113 6.614906 -0.019661 -0.048288 0.924672 0.377178 812
1716396006.828625 -0.582223 7.128081 6.625060 -0.018309 -0.044468 0.925074 0.376729 814
1716396008.229052 -0.357922 6.843489 6.623770 -0.014741 -0.046990 0.904222 0.424213 815
1716396009.229293 -0.319896 6.610845 6.614112 -0.009587 -0.043801 0.822796 0.566565 817
1716396010.295785 -0.152150 6.368611 6.610814 -0.008327 -0.050441 0.712086 0.700229 818
1716396011.628388 -0.211282 6.039466 6.585752 0.005058 -0.044311 0.532729 0.845110 819
1716396012.629682 -0.460846 5.894646 6.567305 0.021114 -0.037840 0.381262 0.923451 820
1716396013.630680 -0.597291 5.734989 6.550622 0.018789 -0.037641 0.212936 0.976160 821
1716396014.631186 -0.817050 5.614079 6.529756 0.022689 -0.028742 0.040368 0.998514 822
1716396015.631298 -1.065222 5.757233 6.531442 0.038181 -0.020327 -0.131073 0.990429 823
1716396016.695442 -1.306470 5.779028 6.517716 0.029774 -0.012069 -0.317121 0.947841 824
1716396017.760149 -1.538112 5.882199 6.510767 0.044035 -0.013113 -0.358445 0.932419 825
1716396019.026457 -1.615446 6.075343 6.525906 0.052448 -0.009366 -0.462642 0.884943 826
1716396020.028647 -1.540206 6.030422 6.531315 0.052065 -0.004814 -0.590799 0.805123 827
1716396021.364190 -1.595656 6.021358 6.522493 0.044412 0.011236 -0.748498 0.661553 828
1716396022.364825 -1.614109 6.040997 6.531093 0.040347 0.026213 -0.835377 0.547568 829
1716396023.765179 -1.591380 6.078938 6.524594 0.046263 0.017942 -0.806596 0.589017 831
1716396024.765520 -1.639209 6.015152 6.524590 0.039825 0.007381 -0.693748 0.719078 832
1716396025.831781 -1.569101 6.069321 6.530071 0.047702 -0.004105 -0.545884 0.836492 834
1716396027.161646 -1.592644 6.074699 6.531663 0.049454 -0.016813 -0.338435 0.939539 835
1716396028.163877 -1.632760 5.984128 6.525441 0.030745 -0.020707 -0.165893 0.985447 836
1716396029.167352 -1.612878 6.075000 6.534100 0.040348 -0.030866 0.007035 0.998684 837
1716396030.168755 -1.635439 6.079989 6.531257 0.044352 -0.038040 0.094649 0.993795 838
1716396031.168989 -2.090266 6.081215 6.503141 0.039629 -0.067350 0.108164 0.991057 839
1716396032.236345 -2.534329 5.891030 6.471344 0.032773 -0.051621 0.136777 0.988713 840
1716396033.503692 -3.055464 5.711823 6.437528 0.031214 -0.062502 0.119495 0.990374 841
1716396034.504025 -3.483875 5.660005 6.416299 0.026344 -0.053105 -0.031322 0.997750 842
1716396035.570961 -3.929780 5.723553 6.399114 0.040389 -0.064275 -0.033239 0.996560 843
1716396036.571312 -4.375495 5.722350 6.382063 0.042724 -0.072397 0.103263 0.991095 844
1716396037.571545 -4.823725 5.584548 6.353071 0.023967 -0.046384 0.081331 0.995319 845
1716396038.571631 -5.274078 5.566056 6.332694 0.028734 -0.023282 -0.103097 0.993984 846
1716396039.638188 -5.730669 5.747878 6.326949 0.038714 -0.041423 -0.161593 0.985228 847
1716396040.704364 -5.947670 5.878434 6.327091 0.037156 -0.030506 -0.063021 0.996854 848
1716396041.770821 -5.992913 5.874152 6.326140 0.022818 -0.027244 0.072945 0.996703 849
1716396043.971049 -6.314028 5.838655 6.309655 0.041295 -0.029685 0.117675 0.991749 851
1716396044.971187 -6.551417 5.701877 6.294477 0.030985 -0.035712 0.152758 0.987132 852
1716396045.971461 -6.976796 5.631472 6.263741 0.039822 -0.078508 0.250183 0.964188 853
1716396046.971775 -7.333871 5.356733 6.227962 0.034874 -0.062859 0.317918 0.945389 854
1716396048.172065 -7.712378 5.060409 6.196534 0.031735 -0.067924 0.317657 0.945237 855
1716396049.238554 -7.709651 5.016918 6.196995 0.019486 -0.039169 0.394790 0.917729 856
1716396050.371487 -7.755762 5.054559 6.199450 0.019824 -0.039553 0.531355 0.845993 857
1716396051.372734 -7.746523 5.011896 6.200562 0.015281 -0.037534 0.645381 0.762785 858
1716396052.374195 -7.655625 5.011264 6.206809 -0.003241 -0.049259 0.760471 0.647493 859
1716396053.441540 -7.737795 4.941888 6.195488 0.001891 -0.035343 0.837624 0.545100 860
1716396054.441885 -7.621347 4.736392 6.194621 0.001068 -0.043484 0.837828 0.544199 861
1716396055.442115 -7.405227 4.458979 6.178974 -0.001072 -0.033536 0.838679 0.543592 862
1716396056.442625 -7.201797 4.030067 6.174373 -0.005507 -0.039148 0.871010 0.489672 863
1716396057.443101 -7.111392 3.770601 6.168864 -0.016053 -0.044580 0.939048 0.340505 864
1716396058.443336 -7.140841 3.790189 6.165161 -0.019525 -0.039068 0.983896 0.173323 865
1716396059.443583 -7.131663 3.820410 6.171923 -0.027965 -0.037199 0.998915 -0.001703 866
1716396061.577415 -7.077677 3.816479 6.172088 -0.021335 -0.037174 0.982924 0.178950 868
1716396062.577728 -7.088653 3.860605 6.177951 -0.014864 -0.045822 0.935586 0.349797 869
1716396063.578040 -7.054351 3.871140 6.180370 -0.011005 -0.048611 0.860662 0.506732 870
1716396064.845010 -7.104479 3.837068 6.173888 0.003230 -0.035161 0.804609 0.592754 871
1716396066.178664 -6.860801 3.358507 6.159790 0.015290 -0.055499 0.805005 0.590468 872
1716396067.178901 -6.772968 2.912414 6.138139 0.031209 -0.062135 0.804377 0.590036 873
1716396068.446212 -6.568920 2.361606 6.115080 0.021387 -0.052296 0.862936 0.502145 874
1716396069.846739 -6.240311 1.788205 6.102551 0.002694 -0.047211 0.862788 0.503350 875
1716396071.047003 -5.975043 1.302932 6.083905 0.014140 -0.060145 0.807965 0.585982 876
1716396072.180624 -5.892139 0.777462 6.062182 0.023618 -0.066310 0.713577 0.697031 878
1716396073.380911 -5.968267 0.220522 6.030737 0.008409 -0.048512 0.577279 0.815061 879
1716396074.447786 -6.138954 -0.001395 6.010871 0.028829 -0.053316 0.406722 0.911539 880
1716396075.448742 -6.138263 0.003479 6.010169 0.066052 -0.191870 0.226302 0.952686 881
1716396076.715997 -6.146152 0.042260 6.022651 0.043633 -0.175398 0.063971 0.981448 882
1716396077.782987 -6.323185 0.099009 6.017524 0.034582 -0.056851 0.068487 0.995430 883
1716396078.783023 -6.525531 -0.046664 6.001859 0.021817 -0.023400 0.070823 0.996976 884
1716396079.783253 -6.735217 -0.051748 6.003025 0.032111 -0.141855 0.064898 0.987236 885
1716396080.783617 -6.932931 0.000644 5.973379 0.042111 -0.184294 0.063273 0.979928 886
1716396081.783855 -6.998582 -0.120385 5.967302 0.045335 -0.213436 0.062788 0.973883 887
1716396083.984215 -7.410828 -0.141476 5.974310 0.037766 -0.094937 0.062957 0.992773 889
1716396084.984382 -7.918617 -0.185747 5.953805 0.033909 -0.074035 0.063668 0.994643 890
1716396085.984939 -8.393846 -0.265805 5.926843 0.051328 -0.142579 0.114433 0.981805 891
1716396087.051668 -8.878654 -0.396323 5.908661 0.029882 -0.032127 0.121344 0.991640 892
1716396088.117621 -9.359077 -0.502632 5.888467 0.031589 -0.030093 0.112004 0.992750 893
1716396089.184327 -9.854126 -0.546187 5.872776 0.034706 -0.029816 0.020002 0.998752 894
1716396090.250542 -10.345045 -0.589050 5.849752 0.039991 -0.051705 0.142829 0.987587 895
1716396091.649669 -10.490375 -0.586301 5.855040 0.023770 -0.032460 0.378551 0.924705 896
1716396092.782502 -10.466288 -0.636372 5.854751 0.014007 -0.035356 0.553948 0.831682 897
1716396093.782745 -10.461799 -0.659911 5.856717 0.009296 -0.035866 0.691358 0.721562 898
1716396094.850256 -10.441144 -0.690589 5.855412 0.002793 -0.037568 0.814278 0.579252 900
1716396095.851262 -10.430178 -0.711302 5.856284 -0.005636 -0.037380 0.904458 0.424884 902
1716396097.185502 -10.397016 -0.722474 5.857830 -0.015248 -0.036302 0.978862 0.200695 903
1716396098.186442 -10.380130 -0.727998 5.859761 -0.021065 -0.031778 0.998992 0.023713 904
1716396099.387138 -10.347887 -0.710387 5.864176 -0.027532 -0.029609 0.981299 -0.188196 905
1716396100.387381 -10.333006 -0.704038 5.867370 -0.032298 -0.024052 0.932346 -0.359319 906
1716396101.387625 -10.324467 -0.675956 5.868861 0.033941 0.020352 -0.854884 0.517308 907
1716396102.654569 -10.320295 -0.653002 5.871472 0.037097 0.012078 -0.716492 0.696503 908
1716396103.654800 -10.337337 -0.627901 5.874815 0.038127 0.006617 -0.586214 0.809232 909
1716396104.655032 -10.414680 -0.442805 5.884766 0.042587 0.008038 -0.580454 0.813139 910
1716396105.788642 -10.497501 -0.153253 5.902682 0.039550 0.003202 -0.582511 0.811854 911
1716396106.788932 -10.549343 0.133463 5.925860 0.036717 0.007197 -0.582413 0.812031 912
1716396107.922477 -10.769473 0.442092 5.941122 0.028055 0.012413 -0.580971 0.813346 913
1716396109.122764 -10.888551 0.771812 5.961952 0.034204 0.008729 -0.581532 0.812757 914
1716396110.189679 -10.889039 1.149335 5.996932 0.039032 0.006008 -0.582872 0.811604 916
1716396111.190033 -11.025868 1.408034 6.007316 0.026505 0.016601 -0.631304 0.774905 917
1716396112.190639 -11.123275 1.691281 6.026316 0.033028 0.010831 -0.648273 0.760614 918
1716396113.391041 -11.114305 2.097193 6.057710 0.044493 -0.000690 -0.616102 0.786408 920
1716396114.391449 -11.207573 2.387161 6.078858 0.036456 -0.001299 -0.588381 0.807761 921
1716396115.525113 -11.432198 2.696233 6.095018 0.032289 0.009080 -0.550790 0.833969 922
1716396116.592138 -11.438569 2.922556 6.109283 -0.013734 -0.077158 -0.542705 0.836259 923
1716396117.925767 -11.426279 2.839314 6.098890 0.020415 -0.008537 -0.542344 0.839865 924
1716396120.192981 -11.266869 2.450839 6.079589 0.021828 0.012335 -0.542062 0.839964 926
1716396121.193214 -11.068581 2.104455 6.066104 0.038464 0.006055 -0.542367 0.839239 927
1716396122.593379 -10.842948 1.622416 6.027715 0.041632 0.005776 -0.542684 0.838885 928
1716396123.593409 -10.720773 1.280155 6.005504 0.028737 0.009820 -0.541821 0.839945 929
1716396124.726785 -10.683118 1.036137 5.989986 0.026901 0.005299 -0.480517 0.876557 930
1716396125.993647 -10.629929 1.118055 5.994504 0.037673 -0.006063 -0.314744 0.948409 931
1716396127.126439 -10.646990 1.147162 5.994909 0.034052 -0.007810 -0.146437 0.988603 932
1716396128.126682 -10.698433 1.028127 5.991085 0.019214 -0.011154 0.015383 0.999635 933
1716396129.392964 -10.658606 1.054977 5.997690 0.017462 -0.020281 0.234399 0.971772 934
1716396130.459510 -10.733707 1.114741 5.997430 0.024503 -0.017580 0.402942 0.914728 936
1716396131.459834 -10.675593 1.058538 5.995621 0.008274 -0.026838 0.560589 0.827618 937
1716396132.594238 -10.636061 1.103672 6.006126 0.004882 -0.030692 0.711438 0.702062 938
1716396133.594813 -10.733571 1.069590 6.000473 0.006504 -0.021103 0.818507 0.574072 939
1716396135.795492 -10.603670 0.490408 5.976794 0.038847 -0.051991 0.826862 0.558647 941
1716396136.862440 -10.336883 0.083703 5.965200 0.037721 -0.039993 0.889505 0.453606 942
1716396137.862659 -10.000992 -0.223846 5.967764 0.039261 -0.036121 0.952752 0.299028 943
